Object	Cont_Flag	RAJ2000	DEJ2000	X	Y	Label_Flag	Info
line	+	248.06989438056826	-28.400177729537837	0.0	0.0	false	null
line	+	248.06989438056826	-28.400177729537837	0.0	0.0	false	
line	+	247.9783662286375	-28.42774335141707	0.0	0.0	false	
line	+	247.91724422402456	-28.437114637852	0.0	0.0	false	
line	+	247.85611171367103	-28.44646083675573	0.0	0.0	false	
line	+	247.79496871565766	-28.455781939596122	0.0	0.0	false	
line	+	247.73375293675377	-28.456103173893656	0.0	0.0	false	
line	+	247.63172598043695	-28.4565825793279	0.0	0.0	false	
line	+	247.5603066735087	-28.45687652341111	0.0	0.0	false	
line	+	247.49908987202303	-28.457101181733147	0.0	0.0	false	
line	+	247.4276331449914	-28.448356559926847	0.0	0.0	false	
line	+	247.3561262462249	-28.42162789797936	0.0	0.0	false	
line	+	247.28467973915912	-28.40383980868507	0.0	0.0	false	
line	+	247.22343309435743	-28.37702656452208	0.0	0.0	false	
line	+	247.15202403180047	-28.350200110941888	0.0	0.0	false	
line	+	247.10101154649232	-28.305375422737686	0.0	0.0	false	
line	+	247.00929944680038	-28.242596984217684	0.0	0.0	false	
line	+	246.9685761335943	-28.188751151422665	0.0	0.0	false	
line	+	246.92789761154313	-28.125920292546	0.0	0.0	false	
line	+	246.88726579421387	-28.063079003834048	0.0	0.0	false	
line	+	246.84666927771082	-28.009201488490135	0.0	0.0	false	
line	+	246.8061125218918	-27.955313371658068	0.0	0.0	false	
line	+	246.76559539308505	-27.901414662390323	0.0	0.0	false	
line	+	246.73528402570304	-27.83854879358301	0.0	0.0	false	
line	+	246.7049843129068	-27.784651215985278	0.0	0.0	false	
line	+	246.69498460994328	-27.73078884030358	0.0	0.0	false	
line	+	246.69512485004884	-27.676946333142194	0.0	0.0	false	
line	+	246.69528804598795	-27.61413059912986	0.0	0.0	false	
line	+	246.6853077745854	-27.560268894218755	0.0	0.0	false	
line	+	246.68549980646856	-27.488480685891453	0.0	0.0	false	
line	+	246.685643434542	-27.43463996735726	0.0	0.0	false	
line	+	246.68578672419858	-27.380799610790554	0.0	0.0	false	
line	+	246.68595346878737	-27.317986303084915	0.0	0.0	false	
